symbol,close,med_turnover_cr,days
HDFCBANK,708.25,1709.62735325,20
BSE,3384.0,1531.0626784,20
RELIANCE,1257.5,1225.26992405,20
ICICIBANK,1379.3,1202.157480955,20
NETWEB,5027.0,958.63627305,20
INFY,1037.7,930.883521825,20
BHARTIARTL,1831.1,848.1399750400001,20
MCX,3276.0,746.77036359,20
ETERNAL,323.5,729.63827598,20
IFCI,82.29,712.7366793065,20
SBIN,995.7,711.81889185,20
DHOOTTRANS,1728.7,655.31534806,20
ATHERENERG,1656.0,621.09625848,20
PAYTM,1807.5,582.532342365,20
TCS,2200.8,564.36996192,20
GROWW,200.24,556.2672448809999,20
M&M,3107.0,544.34548,20
HINDCOPPER,514.5,543.2326027199999,20
DIXON,13425.0,541.784024,20
TATASTEEL,183.0,528.954729,20
LT,3930.7,508.91010665,20
LENSKART,681.75,508.44652600999996,20
AXISBANK,1246.0,501.13113435,20
BAJFINANCE,1034.5,499.54691864000006,20
SWIGGY,278.2,467.26942879499995,20
SILVERBEES,216.72,460.132895263,20
DIVISLAB,9322.0,452.5222775,20
MILKYMIST,292.77,448.1038846645,20
KOTAKBANK,419.0,437.577990925,20
MARUTI,12400.0,425.20984350000003,20
LAURUSLABS,1969.0,417.084904215,20
KALYANKJIL,601.15,405.7448490525,20
ADANIENT,3060.0,393.32590188000006,20
HFCL,226.27,383.927399004,12
LALITHAA,338.6,379.912609927,16
KAYNES,3505.0,377.4877722,20
HINDZINC,576.45,375.54810819,20
COFORGE,1846.5,375.41701758,20
GVT&D,4548.1,369.40565884499995,20
SAIL,179.0,366.97391806,20
MEESHO,217.08,366.710998146,20
BEL,404.35,364.40836415,20
WELCORP,2676.6,358.766120095,20
GRASIM,3281.9,347.06047494999996,20
SHRIRAMFIN,1028.6,337.23659640999995,20
ADANIPOWER,209.97,334.2250824625,20
GOLDBEES,125.12,324.561394549,20
HAL,4905.0,322.38559212,20
CUPID,280.0,312.164424319,20
LICI,404.1,311.54300624,20
TMCV,434.55,308.7350209625,20
MVELECTRO,841.7,308.567729265,20
COALINDIA,426.4,306.82531605500003,20
PINELABS,202.17,303.06957220050003,20
ITC,259.85,302.43188822,20
ADANIENSOL,1373.0,299.184190055,20
POLYCAB,8241.0,298.69062440000005,20
HINDALCO,981.5,296.34624778,20
ADANIPORTS,1764.6,295.53926657999995,20
INDIGO,4973.0,291.29619460000004,20
VAML,421.75,290.19184215999996,20
HSCL,664.9,289.3301636,20
EICHERMOT,7530.0,287.07030810000003,20
ONGC,232.5,283.44567816250003,20
LIQUIDBEES,1000.0,279.884232484,20
TECHM,1541.0,272.75754408499995,20
DATAPATTNS,4829.2,271.02629407999996,20
TEMPSENS,584.8,269.59858450999997,12
SOLARINDS,22290.0,267.93565875,20
PFC,353.45,267.58652802999995,20
ULTRACEMCO,11000.0,266.9456971,20
KEI,4578.0,264.5699781,20
SYMBIOTEC,1133.45,263.2258667475,10
SUNPHARMA,1840.0,263.20009952,20
HCLTECH,1206.1,261.71893842000003,20
HEROMOTOCO,5221.5,258.583403,20
POWERINDIA,31435.0,258.4223555,20
VBL,416.5,257.2206208925,20
BAJAJ-AUTO,11678.0,255.0267909,20
BHEL,431.0,248.5039731225,20
APOLLOHOSP,8836.0,247.18393225,20
BALRAMCHIN,691.4,247.1263539075,20
VEDL,263.7,245.8793179,20
TVSMOTOR,4125.0,243.30164472,20
MUTHOOTFIN,2792.1,242.32410695,20
NTPC,333.4,237.718234375,20
JIOFIN,229.9,231.6265768375,20
CHENNPETRO,1572.9,229.83542255999998,20
TMPV,301.1,228.55144754000003,20
OFSS,11763.0,226.58327325,20
HINDUNILVR,1927.0,225.70997774,20
MOLBIO,1438.2,218.56111745,20
POWERGRID,269.1,218.3848720825,20
ASHOKLEY,163.75,217.98811846,20
PERSISTENT,5516.0,217.187931,20
TITAN,5009.5,212.53589925,20
CUMMINSIND,5070.0,210.55208165,20
MOREPENLAB,115.78,208.567174312,20
APARINDS,17500.0,199.8752928,20
POLICYBZR,1797.3,199.17210075999998,20
INDOMIM,1018.2,198.8135663525,20
CGPOWER,909.0,196.6316076,20
LIQUIDCASE,115.91,193.362891831,20
JSWSTEEL,1265.0,190.95161275499999,20
SUZLON,44.12,189.498353625,20
ZEEL,79.36,186.90946067750002,20
MAXHEALTH,1037.7,183.816999555,20
NATIONALUM,361.0,183.7496509275,20
LODHA,1116.9,183.60441924,20
DLF,644.5,181.083607385,20
MOTHERSON,164.45,180.504703841,20
HDFCAMC,2403.9,178.4812813,20
BANKBARODA,238.13,176.9760500875,20
APOLLO,422.25,175.798486455,20
BHARATFORG,1944.9,172.63469965500002,20
NESTLEIND,1383.3,171.34923267,20
