symbol,close,med_turnover_cr,days
HDFCBANK,728.9,2190.243058105,20
BSE,3183.8,1399.28572071,20
RELIANCE,1219.2,1297.11543988,20
ICICIBANK,1334.5,1184.8239588000001,20
IFCI,75.19,908.4687395290001,20
BHARTIARTL,1795.8,785.4554562,20
INFY,1014.5,766.557586175,20
ATHERENERG,1499.0,745.351624125,20
SBIN,978.5,734.28751788,20
PINELABS,179.31,674.3096287675,20
ETERNAL,335.5,644.135318005,20
TCS,2087.0,592.7846814,20
MCX,3427.7,591.79437018,20
M&M,2982.7,576.1133930999999,20
BAJFINANCE,982.0,559.79888155,20
AXISBANK,1186.5,557.8775854999999,20
TATASTEEL,188.02,545.0022371985,20
NETWEB,4661.5,539.757175345,20
PAYTM,1735.5,522.57503645,20
LT,3858.4,513.2514642,20
SWIGGY,267.45,479.43992044,20
RAYMOND,1203.85,470.844463055,20
DIVISLAB,9602.0,464.23789855,20
MARUTI,11990.0,458.8963417,20
ESDS,1853.15,457.46082577,15
KOTAKBANK,405.0,451.4897638,20
LENSKART,676.0,438.14043268499995,20
GROWW,186.55,429.86751341999997,20
DIXON,13299.0,428.7594285,20
WELCORP,2692.2,405.38882569500004,20
SHRIRAMFIN,990.0,392.5436077,20
COFORGE,1785.9,391.597234115,20
LAURUSLABS,2026.2,382.410001515,20
KALYANKJIL,573.6,381.17695153999995,20
HINDCOPPER,495.7,372.11128332,20
SILVERBEES,215.95,370.34835673,20
MEESHO,232.84,366.710998146,20
MVELECTRO,818.5,364.87164741749996,20
SOLARINDS,19480.0,354.0814605,20
DHOOTTRANS,1587.6,345.37077316,20
BEL,392.0,338.21877631,20
ADANIPOWER,199.48,334.2250824625,20
ITC,268.0,334.034641335,20
KAYNES,3509.5,333.2391578,20
HINDALCO,982.0,326.55964587,20
HAL,4774.2,323.16500814000005,20
APOLLO,399.05,317.5783163175,20
KEI,4636.5,315.0369617,20
HCLTECH,1243.6,313.40080942,20
ADANIENT,2900.0,312.7949736,20
COALINDIA,422.0,306.0719432625,20
SAIL,184.0,302.89134516,20
CUPID,266.3,301.960314951,20
MILKYMIST,309.16,297.149215808,20
ADANIPORTS,1785.3,295.53926657999995,20
EICHERMOT,7338.5,293.45484145,20
INDIGO,4890.0,292.82798375000004,20
VAML,429.4,290.19184215999996,20
LIQUIDBEES,999.99,284.8830011415,20
LICI,406.0,281.976611695,20
TVSMOTOR,4091.0,279.45593672,20
GOLDBEES,123.43,277.17038379,20
ULTRACEMCO,11056.0,276.24546035000003,20
GRASIM,3166.5,272.30307655,20
HEROMOTOCO,5296.0,269.90743875,20
TMCV,437.15,269.47567776999995,20
GVT&D,4286.3,267.63840222000005,20
TECHM,1543.0,263.33704245,20
HINDZINC,587.15,262.76313439,20
SUNPHARMA,1849.9,262.11217177000003,20
PFC,339.35,260.27859799,20
POWERINDIA,30715.0,258.4223555,20
APOLLOHOSP,8888.5,257.7731415,20
BHEL,415.35,256.838725365,20
LALITHAA,370.5,255.62832177500002,20
OFSS,10925.0,254.82644625,20
JIOFIN,227.2,254.63163566,20
TITAN,4832.5,244.28917635,20
NTPC,326.6,241.81096235,20
BAJAJ-AUTO,11208.0,239.9889789,20
POLYCAB,8366.5,237.6285679,20
ONGC,239.0,234.14084314000002,20
HINDUNILVR,1933.5,233.44830886999998,20
POWERGRID,266.4,231.8891362425,20
WOCKPHARMA,2287.7,230.91578392,20
LUMINO,107.22,228.83326596,16
TMPV,295.0,228.55144754000003,20
CHOLAFIN,1681.7,224.75613808,20
PERSISTENT,5277.0,224.257599,20
INDOMIM,1311.15,221.55455234,20
ADANIENSOL,1340.5,221.47273738500002,20
VBL,431.25,213.15974875,20
SUZLON,40.74,212.97826462,20
DLF,670.4,212.84674010499998,20
MOREPENLAB,116.6,210.338235153,20
REDINGTON,406.4,207.16191418249997,20
LIQUIDCASE,116.06,207.0405991355,20
ANTELOPUS,1130.95,206.73374116500003,20
HDFCLIFE,526.9,205.31956575,20
CGPOWER,886.7,205.304338115,20
MOLBIO,1246.2,203.64269632999998,20
APARINDS,17804.0,199.8752928,20
DATAPATTNS,4395.5,198.78096667,20
ASHOKLEY,157.3,192.45611501000002,20
OLAELEC,42.52,187.599523904,20
CHENNPETRO,1372.7,187.316692675,20
BANDHANBNK,182.9,184.61784147499998,20
MAXHEALTH,1046.0,183.816999555,20
NAUKRI,1224.0,179.1810236,20
VEDL,267.5,178.701010775,20
POLICYBZR,1207.2,178.46121040000003,20
SYRMA,1698.6,177.94410971000002,20
CUMMINSIND,4973.0,177.69209,20
HSCL,674.9,176.80989419,20
LICHSGFIN,564.25,176.77123025499998,20
