symbol,close,med_turnover_cr,days
HDFCBANK,713.0,1927.3247284549998,20
BSE,3259.0,1430.915205555,20
ESDS,1646.85,1267.689143365,10
RELIANCE,1243.9,1254.59750575,20
ICICIBANK,1347.6,1221.02614812,20
IFCI,77.09,908.4687395290001,20
NETWEB,4578.5,818.851982825,20
INFY,1058.6,802.08056267,20
BHARTIARTL,1836.0,768.73675852,20
SBIN,988.7,764.0998722449999,20
ETERNAL,322.35,720.38463401,20
MCX,3265.2,649.45084432,20
ATHERENERG,1550.0,621.09625848,20
TCS,2190.0,585.26889936,20
TATASTEEL,187.29,576.6367698,20
M&M,3076.5,576.1133930999999,20
WELCORP,2460.3,575.9075432,20
PAYTM,1763.0,564.07684225,20
AXISBANK,1240.0,532.2329742,20
GROWW,187.44,530.5103158254999,20
DHOOTTRANS,1579.8,523.3776028875,20
DIXON,13290.0,522.8270175,20
LT,3836.2,517.81081385,20
BAJFINANCE,1015.0,499.54691864000006,20
KOTAKBANK,416.5,499.0465856625,20
ADANIENT,2923.2,498.61800158000005,20
DIVISLAB,9323.0,464.23789855,20
HINDCOPPER,485.5,457.05745799,20
LENSKART,679.95,456.73062537749996,20
KALYANKJIL,581.45,439.093006565,20
PINELABS,184.48,435.83298087900005,20
LAURUSLABS,1948.1,427.4425273,20
MARUTI,12338.0,425.20984350000003,20
SWIGGY,276.5,409.451195855,20
SHRIRAMFIN,995.0,397.030841925,20
SILVERBEES,216.64,386.1010207265,20
COFORGE,1793.0,375.41701758,20
MVELECTRO,796.0,370.0044071325,20
MILKYMIST,274.76,369.7260879195,20
KAYNES,3520.0,368.3941412,20
SAIL,175.01,366.97391806,20
BEL,395.45,364.6731087,20
HINDZINC,572.3,360.50222121,20
GVT&D,4341.0,359.079027,20
MEESHO,207.31,358.361645809,20
GRASIM,3173.1,320.04811359999997,20
HAL,4788.0,318.29083002000004,20
COALINDIA,418.0,306.0719432625,20
LIQUIDBEES,999.99,304.709128951,20
LICI,400.0,303.77078844000005,20
ITC,266.2,300.9435595325,20
CUPID,279.15,299.264308,20
ADANIPOWER,205.92,298.6687504815,20
INDIGO,4845.0,298.2581176,20
HINDALCO,980.5,296.34624778,20
ADANIPORTS,1738.3,295.53926657999995,20
GOLDBEES,124.43,294.1837388525,20
VAML,404.3,290.19184215999996,20
POLYCAB,8208.5,288.7079458,20
TMCV,436.1,287.39094445499995,20
TECHM,1561.0,286.29851410000003,20
EICHERMOT,7493.5,285.42908065,20
LALITHAA,290.4,283.9806932,19
SOLARINDS,18815.0,279.92885875,20
HSCL,653.35,274.0482361475,20
POWERINDIA,31230.0,272.000738,20
DATAPATTNS,4411.1,271.02629407999996,20
HCLTECH,1258.3,269.704708375,20
ULTRACEMCO,10764.0,266.9456971,20
ONGC,232.43,266.12814705,20
HEROMOTOCO,5325.0,265.26724925,20
KEI,4560.0,264.5699781,20
ADANIENSOL,1386.8,263.897408035,20
SUNPHARMA,1867.3,258.86441521,20
VBL,415.45,257.2206208925,20
BHEL,429.2,256.838725365,20
BAJAJ-AUTO,11500.0,255.0267909,20
TVSMOTOR,4101.7,254.63957253,20
MOLBIO,1285.3,253.00044489249998,20
PFC,344.95,246.491089375,20
OFSS,11620.0,241.9174515,20
JIOFIN,229.3,241.768581605,20
TEMPSENS,541.55,237.73357231499998,15
LUMINO,107.14,235.256491584,11
NTPC,329.6,232.585597,20
TMPV,314.5,231.34094123000003,20
VEDL,257.45,227.23801600000002,20
TITAN,4841.0,225.76740135,20
MUTHOOTFIN,2770.2,224.03294615,20
APOLLOHOSP,8768.5,221.80075325,20
POWERGRID,263.75,218.3848720825,20
ASHOKLEY,158.62,217.98811846,20
PERSISTENT,5473.0,217.087164,20
APOLLO,378.25,212.2087285775,20
HINDUNILVR,1942.2,212.0303151,20
CHENNPETRO,1414.1,210.79940835999997,20
CUMMINSIND,5020.0,210.55208165,20
LIQUIDCASE,115.95,209.39198618,20
MOREPENLAB,120.56,208.567174312,20
ANTELOPUS,1130.85,200.354107485,20
RAYMOND,978.2,199.939442035,20
CGPOWER,880.0,197.46668499999998,20
CHOLAFIN,1764.5,193.60513223,20
LICHSGFIN,545.9,192.46669088,20
HDFCLIFE,557.0,192.41952565999998,20
WOCKPHARMA,2072.3,190.95401877,20
JSWSTEEL,1253.4,190.95161275499999,20
BALRAMCHIN,675.7,189.84290286,20
REDINGTON,400.1,186.184320765,20
INDOMIM,993.2,185.25428214,20
APARINDS,17801.0,184.58680329999999,20
MAXHEALTH,1037.0,183.816999555,20
LODHA,1103.1,183.60441924,20
SUZLON,42.54,179.33918433,20
BANKBARODA,232.3,179.32184289999998,20
POLICYBZR,1765.0,178.46121040000003,20
ZEEL,78.31,176.266809023,20
OLAELEC,36.79,168.142244557,20
TRENT,2789.0,167.24584245,20
DLF,640.0,166.4022011175,20
HDFCAMC,2387.7,162.89860077,20
SYMBIOTEC,1045.6,162.80259535,13
NESTLEIND,1370.6,159.87163615499998,20
IIFL,596.55,159.8211615,20
INDUSTOWER,381.35,159.252647315,20
NATIONALUM,355.7,158.97379615,20
RATNAVEER,303.85,158.60031441,20
FEDERALBNK,332.75,157.18715143000003,20
WIPRO,166.4,155.670509655,20
MOTHERSON,161.87,155.0841746575,20
CANBK,123.9,153.86925340800002,20
CDSL,1349.4,152.338875955,20
PARAS,1370.9,151.2189598,20
FINCABLES,1395.8,148.9752129575,20
NIFTYBEES,266.08,148.4716933195,20
TATAPOWER,369.0,146.08343870750002,20
BDL,1151.9,144.1556695,20
DMART,3711.2,143.9984548,20
SBILIFE,1766.9,143.64366506,20
ANGELONE,295.0,143.2699125,20
INDUSINDBK,958.2,143.087543625,20
HYUNDAI,2160.0,142.52567399999998,20
BHARATFORG,1918.7,142.251633805,20
RECLTD,310.5,141.19407179999996,20
LUPIN,2098.1,140.190261035,20
BOSCHLTD,47735.0,139.653495,20
APLAPOLLO,2148.5,137.20602129500003,20
DRREDDY,1175.0,137.11928566,20
NYKAA,323.75,137.0321784,20
TEJASNET,524.25,136.4763064925,20
PNB,116.47,136.39457588850001,20
BPCL,307.0,135.4214143825,20
HINDPETRO,350.6,134.3394751125,20
MANAPPURAM,316.05,133.2501519475,20
NAM-INDIA,1119.0,133.05871785,20
UNIONBANK,178.09,132.19479624,20
WABAG,2074.8,131.74858767999999,20
BRITANNIA,4982.0,131.357382725,20
COCHINSHIP,1334.3,131.34788591,20
TORNTPHARM,4875.0,130.6492567,20
TDPOWERSYS,722.1,130.16862695499998,20
ABB,7130.5,129.6762337,20
GODREJPROP,1678.2,129.47564682,20
SIEMENS,3763.5,129.405848,20
LTM,4265.3,128.377638835,20
SUNSHINE,394.0,127.97083539249999,18
MAZDOCK,2210.0,127.8559358,20
ADANIGREEN,1274.2,127.75432283999999,20
NAUKRI,1265.0,127.46222225,20
ASIANPAINT,2454.0,126.22719183999999,20
WAAREEENER,2473.0,124.70948023,20
YESBANK,23.13,124.655683139,20
RRKABEL,2390.5,124.37358272,20
MARICO,817.0,124.355924975,20
MAHABANK,80.8,124.33236561999999,20
ZYDUSLIFE,1135.1,124.14360073,20
VOGL,34.83,122.9036461965,20
EDELWEISS,128.34,122.81021634500001,20
URBANCO,162.81,122.544297129,20
SHIPROCKET,120.93,122.1938480595,20
SONACOMS,777.9,121.305520325,20
FCL,52.99,120.759404211,20
TFCILTD,139.06,120.43141812649998,20
GESHIP,1425.1,120.40996722999999,20
SBICARD,636.95,120.24265414749999,20
IDFCFIRSTB,86.33,120.15789449399998,20
NIACL,197.05,116.80573084299999,20
NMDC,80.8,116.71348490999999,20
GLAND,2907.8,113.67863892000001,20
CIPLA,1376.3,113.558073465,20
BAJAJFINSV,1859.2,113.07309215000001,20
AZAD,2605.3,112.31809270500001,20
SYRMA,1617.7,111.70541939,20
GLENMARK,2416.0,110.3408772,20
BANDHANBNK,171.5,110.06739605300001,20
PWL,127.8,109.634283697,20
AUGMONT,811.1,109.3083018825,14
CGCL,262.35,108.7981505205,20
IDBI,81.89,108.44859675949999,20
AUBANK,1039.3,108.40908380500001,20
MRPL,163.77,107.87211311050001,20
LTF,302.3,106.84591015749999,20
AUROPHARMA,1690.0,106.404015315,20
FORCEMOT,17650.0,104.73434015000001,20
ICICIGI,1486.7,104.489352895,20
GAIL,172.0,104.150031211,20
TATACONSUM,1013.7,103.9438953,20
PAISALO,88.73,103.3673695035,20
SHILPAMED,958.35,102.874015535,20
GODREJCP,873.0,102.559608535,20
JSWENERGY,512.0,98.59292843,20
UPL,554.75,98.164580105,20
AMBER,7046.0,97.39429100000001,20
BIOCON,380.0,97.26790912999999,20
ASTRAL,1398.9,97.08419518,20
RBLBANK,404.15,96.734722635,20
MANIPALHOS,721.55,96.4282059375,20
CARTRADE,2938.0,96.37087020499999,20
SAILIFE,1545.7,95.210540415,20
IOLCP,197.49,95.0864951315,20
ASTERDM,760.65,93.94728495000001,20
CAMS,714.95,93.79649045000001,20
TBZ,574.85,93.53551751250001,20
RADICO,4380.0,93.1241516,20
ENRIN,3109.1,92.93431111999999,20
GMRAIRPORT,95.04,92.630979174,20
PIDILITIND,1551.5,92.59646225,20
IOC,134.27,92.148991571,20
ICICIAMC,3098.0,91.97343397,20
GRANULES,870.4,91.54321876,20
AEGISLOG,1353.8,91.30612841,20
NEULANDLAB,22665.0,90.821857,20
TATSILV,21.99,90.37228652900001,20
RAIN,203.02,90.227870671,20
OIL,477.4,89.877674665,20
JYOTICNC,980.85,89.72801580000001,20
NAVINFLUOR,8220.0,89.6515968,20
ABCAPITAL,390.0,89.632106325,20
LIQUID1,1122.94,89.48652829699999,20
PREMIERENE,880.0,89.432302655,20
ANANTRAJ,596.9,89.3360807375,20
GRSE,2339.8,88.98013412499999,20
BALUFORGE,501.6,88.60752427499999,20
PIRAMALFIN,2253.8,87.79525693,20
INDIANB,840.5,86.94671867,20
VIYASH,244.5,86.886925915,20
EXIDEIND,418.6,84.718085325,20
KIRLOSENG,2120.6,84.681206645,20
VMM,101.24,84.35166172999999,20
BODALCHEM,182.13,83.8451572875,14
JSWINFRA,326.65,81.52936867,20
JINDALSTEL,1128.4,81.51961066000001,20
ACUTAAS,3315.1,80.15483241499999,20
HAVELLS,1092.0,80.055540355,20
ANTHEM,927.4,79.52543647499999,20
GOLDIETF,128.97,79.497211202,20
CROMPTON,225.1,79.41211132000001,20
AVALON,2230.0,79.06128541499999,20
MANKIND,2300.0,78.8810623,20
VOLTAS,1135.0,78.83834425,20
RVNL,201.7,78.576197165,20
MOTILALOFS,988.7,78.13202964999999,20
PRESTIGE,1440.1,77.93576892,20
HEG,728.25,77.817507935,11
PTCIL,22670.0,77.51047175,20
PNBHOUSING,1103.5,76.85808115500001,20
MFSL,1554.0,76.09575909,20
BALKRISIND,2170.8,75.82315782,20
SETFGOLD,128.39,75.647703387,20
KWIL,39.91,74.8807192335,20
NHPC,75.2,74.81005604250001,20
CPPLUS,3378.4,74.65719457,20
SILVERIETF,226.19,74.18119099500001,20
GENUSPOWER,303.15,74.1055767725,20
MPHASIS,2320.0,74.0865445,20
360ONE,1061.3,73.692089845,20
INDHOTEL,726.65,73.637254125,20
BLUESTARCO,1553.0,73.39618200500001,20
FORTIS,886.1,71.745004715,20
GRAPHITE,814.1,71.49069148000001,20
VISL,31.82,71.40386644,20
BANKINDIA,138.17,71.385164639,20
UNITDSPR,1390.0,71.10836814000001,20
LGEINDIA,1652.9,71.02064541,20
SAMMAANCAP,142.22,70.76213978300001,20
INOXWIND,74.1,70.7361802755,20
WELSPUNLIV,212.25,69.969672231,20
BEML,2013.3,69.21180631499999,20
XTRANET,302.42,68.56806169800001,20
TATATECH,758.75,68.47953763749999,20
KTKBANK,313.9,68.28772120250001,20
MANINDS,823.0,67.77456624,20
PATANJALI,354.45,67.57603917,20
HCC,21.56,67.433516094,20
UJJIVANSFB,63.97,66.8771608,20
UNOMINDA,1205.0,66.67770665,20
DABUR,384.55,66.659721545,20
SAGILITY,44.56,66.48923797,20
SKYGOLD,793.3,65.44670999,20
HBLENGINE,756.75,65.004002805,20
JINDALSAW,291.2,64.9684885975,20
PPLPHARMA,204.71,64.736607831,20
ENGINERSIN,263.75,64.729640569,20
IRFC,79.31,64.59093154199999,20
