symbol,close,med_turnover_cr,days
BSE,3325.6,1687.06343021,8
DHOOTTRANS,1575.55,1511.009453485,8
NETWEB,5271.9,1332.96770788,8
HDFCBANK,727.2,1285.8636688124998,8
MCX,3350.0,965.94835405,8
ICICIBANK,1430.0,964.56891391,8
RELIANCE,1298.0,945.12779358,8
INFY,1120.0,935.33075867,8
ETERNAL,327.0,930.5866153,8
BHARTIARTL,1902.1,859.267341045,8
HINDCOPPER,556.05,830.5308028200001,8
PAYTM,1716.0,805.9689576999999,8
GROWW,196.24,787.1742931419999,8
DIXON,14735.0,730.6947259,8
SBIN,1052.0,716.1358960350001,8
HSCL,663.85,612.46421489,8
SHIPROCKET,132.5,604.9843654059999,6
CUPID,283.99,603.4353687425,8
MILKYMIST,222.11,586.3471137150001,7
LENSKART,647.15,576.67299348,8
DATAPATTNS,4779.4,571.1925899,8
LT,4038.1,528.6817811000001,8
TCS,2270.0,473.1805451,8
HINDZINC,626.5,466.21492980000005,8
AXISBANK,1255.0,463.3836567,8
SILVERBEES,230.13,460.132895263,8
GRASIM,3299.9,457.609880525,8
M&M,3398.2,453.68930412,8
MOLBIO,1238.85,445.22703555249996,8
LICI,415.3,441.26280214,8
KAYNES,4032.0,434.08206926,8
TATASTEEL,188.01,429.586722665,8
WELCORP,2306.7,410.89170132,8
GVT&D,4340.0,388.58837064499994,8
KOTAKBANK,416.7,387.85834998250004,8
GOLDBEES,132.37,386.29521930550004,8
MEESHO,208.14,381.82722428,8
BEL,406.9,381.77327319999995,8
KALYANKJIL,610.6,379.58831808,8
ADANIENSOL,1570.5,349.087304345,8
HAL,4865.5,342.14020700000003,8
BAJFINANCE,1085.0,342.07409874999996,8
ITC,270.25,332.69411352500003,8
IFCI,85.44,330.22268059500004,8
PARAS,1492.7,329.81647847,8
BLEL,470.85,326.6229807825,6
SWIGGY,286.55,323.23733842750005,8
HFCL,235.89,313.0940053465,8
BALRAMCHIN,674.35,308.6839089875,8
TMCV,483.75,304.641194295,8
ONGC,232.21,299.21611266,8
HINDALCO,1053.0,297.49768372,8
LIQUIDBEES,1000.0,295.237378951,8
COFORGE,1880.0,293.69410274999996,8
TMPV,313.1,293.5643286,8
SUNPHARMA,1899.5,290.75030935999996,8
SHRIRAMFIN,1117.5,290.19634928000005,8
MARUTI,13520.0,285.82140375,8
KWIL,46.48,284.7805191525,8
BDL,1363.0,284.52000102,8
ATHERENERG,1494.6,279.94455492500003,8
CUMMINSIND,5200.0,278.50573155,8
LAURUSLABS,1887.0,276.152740925,8
BAJAJHIND,21.78,275.62051672399997,8
PFC,364.1,273.16249890999995,8
COALINDIA,403.5,270.19390735499996,8
RATNAVEER,279.27,266.160668674,8
ADANIENT,3112.0,265.16915424,8
VAML,462.6,263.02643243750003,8
TECHM,1571.0,262.248528425,8
CHENNPETRO,1375.0,260.15664132,8
NESTLEIND,1451.5,259.2353595,8
ADANIPOWER,207.2,257.5676403935,8
VEDL,286.5,257.22434,8
ZEEL,104.42,254.724020963,8
MUTHOOTFIN,3206.9,253.348821075,8
SAIL,194.9,250.29958821300002,8
APOLLOHOSP,8766.5,249.50827175,8
POWERINDIA,33125.0,247.97165850000002,8
INDOMIM,895.75,243.4391619625,8
ULTRACEMCO,11717.0,243.32666089999998,8
INDIGO,5250.5,243.10947575,8
POLYCAB,9060.0,240.4672016,8
BAJAJ-AUTO,11724.0,235.59904980000002,8
TVSMOTOR,4464.0,232.43703812500002,8
EICHERMOT,8035.0,231.812427,8
HEROMOTOCO,5595.0,229.94659485,8
TFCILTD,140.99,225.95483437,8
JIOFIN,241.0,221.40192588000002,8
APARINDS,17063.0,221.29362220000002,8
PINELABS,166.88,219.94961092,8
ADANIPORTS,1691.5,219.923197835,8
JSWSTEEL,1341.0,216.80848105,8
DIVISLAB,9025.0,213.509520575,8
NTPC,334.6,209.85335134000002,8
ASTERDM,762.1,209.4853576175,8
LEAPIND,159.65,209.23370613300003,8
POLICYBZR,1840.0,208.64939930999998,8
HINDUNILVR,2021.0,208.43758743,8
PERSISTENT,5590.5,206.31100425,8
MOREPENLAB,96.98,202.20606622800003,8
OFSS,11800.0,199.9616708,8
BALUFORGE,638.9,193.266526275,8
BHEL,415.5,191.547675325,8
SOLARINDS,20097.0,190.626167,8
ZAGGLE,190.76,190.287535088,8
TDPOWERSYS,727.8,189.138082185,8
TITAN,5100.0,185.904585205,8
SUZLON,46.94,185.43035188599998,8
MOTILALOFS,1040.0,184.562497925,8
POWERGRID,265.2,184.09222552,8
HCLTECH,1298.5,183.183858235,8
PWL,126.13,182.351545902,8
DLF,672.5,181.083607385,8
NATIONALUM,399.3,179.83380699000003,8
MAXHEALTH,1005.0,178.77809279000002,8
HDFCAMC,2667.9,178.4812813,8
KEI,5540.0,176.69879178000002,8
AMBER,7466.0,175.5045669,8
RECLTD,322.2,173.89040275,8
BHARATFORG,2005.0,171.52822022499998,8
APOLLO,388.0,168.6053739125,8
LODHA,1265.0,168.11500112,8
DRREDDY,1182.0,166.90919143500003,8
AVALON,2226.4,165.629643815,8
ASHOKLEY,179.05,164.9224742485,8
NMDC,88.21,164.4232513155,8
BANKBARODA,242.5,163.69233500500002,8
MANAPPURAM,365.4,161.6293858275,8
LIQUIDCASE,115.63,160.562752727,8
VIYASH,263.4,160.37254863500002,8
LUPIN,2185.0,159.9664887,8
UNIONBANK,187.52,159.167253363,8
URBANCO,167.53,157.50064009099998,8
ABCAPITAL,410.0,156.9685524475,8
FEDERALBNK,345.3,156.658381525,8
MOTHERSON,165.0,155.0841746575,8
BPCL,318.0,152.752477775,8
LICHSGFIN,524.4,152.26651197,8
SONACOMS,795.0,151.83490369,8
HYUNDAI,2250.0,151.07872980000002,8
TATAPOWER,364.0,151.02410339,8
TRENT,2908.2,151.0102804,8
MRPL,173.61,149.479135219,8
NYKAA,340.0,149.3605166,8
ADANIGREEN,1303.2,145.91570608,8
AUBANK,1113.5,145.1434496,8
CDSL,1434.0,144.49717518,8
VBL,421.25,144.2341100525,8
BOSCHLTD,48895.0,143.49828250000002,8
REDINGTON,354.2,142.4772964675,8
MAZDOCK,2625.0,142.35885793,8
CGPOWER,865.05,141.72959170000001,8
NAUKRI,1323.5,141.2926156,8
INDUSTOWER,377.7,140.12033919499999,8
HDFCLIFE,553.0,139.47260456499998,8
WELSPUNLIV,190.63,138.5220390335,8
VOGL,41.21,138.416290579,8
COCHINSHIP,1547.0,138.390225275,8
SBICARD,660.1,138.1044702575,8
BRITANNIA,5310.0,137.5490078,8
HINDPETRO,375.5,136.1451169875,8
LTM,4460.0,135.656763835,8
ANGELONE,298.85,135.5661336,8
CANBK,129.45,135.054617985,8
NAM-INDIA,1223.0,133.98029311500002,8
CHOLAFIN,1868.1,133.52456052500003,8
MANIPALHOS,795.0,131.28057561999998,8
SHADOWFAX,246.14,131.00815386699998,8
TORNTPHARM,4890.0,129.07117300000002,8
KFINTECH,976.5,128.23770882,8
VOLTAS,1217.0,126.0489868,8
STYLEBAAZA,408.9,125.972883135,8
SBIFUNDS,563.45,125.19503712999999,8
GODREJCP,922.8,123.72419385,8
GLENMARK,2438.3,122.91714113,8
SYRMA,1474.1,122.75987132999998,8
CYIENT,1047.7,122.256618065,8
AUROPHARMA,1623.0,121.93288181999999,8
RENUKA,23.94,121.654073098,8
ZYDUSLIFE,1150.0,121.123040175,8
NIFTYBEES,277.02,120.32629673599999,8
DMART,3826.9,120.0778865,8
SBILIFE,1768.2,120.053865435,8
VMM,109.62,119.72717514000001,8
ENRIN,3325.9,119.07577486999999,8
AZAD,2825.5,118.79496739999999,8
IIFL,654.05,118.5012401975,8
WIPRO,177.35,116.5298188855,8
ABB,7609.0,115.61125145,8
PAGEIND,35155.0,115.059369,8
WAAREEENER,2635.0,114.9280608,8
LGEINDIA,1675.4,113.93524773000001,8
TATACONSUM,1047.1,113.62621404499998,8
SIEMENS,4043.0,112.8393088,8
YESBANK,22.38,112.232240115,8
PNB,116.7,111.93422318,8
LTF,322.2,111.26567087249998,8
GRSE,2630.3,110.52250147000001,8
IOC,139.48,109.825329853,8
UPL,589.3,109.666734415,8
JYOTICNC,1012.7,109.54164890500002,8
ASIANPAINT,2626.5,109.5153727,8
TATSILV,23.36,109.389085452,8
RADICO,4614.0,108.30853959999999,8
GLAND,2903.2,106.57675914,8
AMBUJACEM,419.2,106.46278946,8
CIPLA,1402.7,106.29926230000001,8
WABAG,2155.3,105.808039075,8
PIDILITIND,1650.0,105.794079,8
ICICIGI,1596.9,105.05672676,8
JINDALSTEL,1175.4,104.89439889,8
GAIL,174.49,103.899248212,8
BAJAJFINSV,2010.0,103.13721352,8
CARTRADE,3142.2,102.38358011,8
IDFCFIRSTB,84.4,101.94724676050001,8
INDUSINDBK,1004.0,100.73870072,8
KTKBANK,337.7,100.443327675,8
CGCL,256.35,99.4144830135,8
NEULANDLAB,23545.0,98.2189559,8
BELRISE,229.66,97.48516334300001,8
CROMPTON,238.25,97.44987330000001,8
GENUSPOWER,341.1,96.87718242000001,8
NAVINFLUOR,8553.0,93.862070875,8
MPHASIS,2400.0,93.5822605,8
BIOCON,417.5,93.1140252475,8
AEGISLOG,1331.7,92.46420104,8
SAMMAANCAP,149.45,92.31678693500001,8
JUBLFOOD,499.5,91.77949704000001,8
FORCEMOT,17450.0,91.107658,8
OLAELEC,38.0,91.079335107,8
GMRAIRPORT,98.85,90.9502411755,8
CAMS,746.0,90.867445745,8
ACUTAAS,3257.8,90.67520219,8
APLAPOLLO,2159.0,89.94133893,8
CPPLUS,3530.3,89.817562125,8
RRKABEL,2810.6,89.11534795,8
MANKIND,2393.7,87.8897201,8
EXIDEIND,444.0,87.861324475,8
FORTIS,913.85,87.65609099,8
GESHIP,1332.2,87.52310616,8
ICICIAMC,3222.8,86.86258245,8
PTCIL,20919.0,86.52656125,8
HAPPSTMNDS,447.85,86.51086406,8
CORDELIA,109.5,86.113731075,8
RVNL,221.39,85.9215655365,8
IPCALAB,1952.4,85.70158712,8
UJJIVANSFB,68.99,85.0082195075,8
FINCABLES,1286.35,84.14481405,8
VISL,38.78,83.75068398750001,8
ZENTEC,1873.4,82.811068955,8
GODREJPROP,2035.1,81.98399179500001,8
PNBHOUSING,1185.0,81.89682911,8
BANKINDIA,145.95,81.83291414300001,8
BANDHANBNK,173.5,80.87733782000001,8
GOLDIETF,137.18,79.93352806749999,8
HCC,23.88,79.5014771775,8
HEG,713.55,79.38848114499999,8
DEEPAKNTR,1776.7,78.756690685,8
OBEROIRLTY,1870.0,78.630772705,8
ACMESOLAR,395.95,77.89734935999999,8
TATATECH,793.5,77.48021346,8
360ONE,1197.2,77.22718533,8
MARICO,833.0,76.7314119025,8
TENNIND,539.6,75.56949625,8
LIQUID1,1119.85,74.84642390650001,8
MARKSANS,331.05,74.65966507499999,8
AWL,201.9,74.513530746,8
ANANTRAJ,606.35,72.83644228499999,8
PIRAMALFIN,2221.4,72.719439045,8
FCL,50.58,72.608816034,8
SHREEJISPG,639.0,72.08382480750001,8
UNOMINDA,1260.0,71.99278644,8
SUDARSCHEM,1234.3,71.56562062500001,8
KIRLOSENG,2036.6,71.41953527000001,8
RAIN,195.78,70.748250178,8
MFSL,1600.0,70.60556025,8
IRFC,85.7,69.4385634405,8
INOXWIND,73.2,69.41020517999999,8
JSFB,547.1,69.344518585,8
RBLBANK,382.5,68.914225625,8
RUBICON,1818.8,68.8117014,8
HAVELLS,1258.7,68.08987,8
TECHNOCRAF,343.69,67.640972043,8
M&MFIN,385.35,67.16380112,8
MAHABANK,85.6,67.05360238200001,8
JSWENERGY,543.5,66.694405855,8
INDHOTEL,721.0,66.58507854749999,8
SHANTIGOLD,266.07,66.4420435605,8
SETFGOLD,136.46,66.048809538,8
PATANJALI,348.15,64.8125970925,8
VIKRAMSOLR,171.85,64.6778155255,8
PGEL,587.15,64.6683204,8
KERNEX,1860.4,64.45564455,8
DALBHARAT,1898.0,63.4522483,8
SILVERIETF,240.4,63.4354718375,8
AVADHSUGAR,813.7,63.329076915,8
SAGILITY,44.0,63.020629657499995,8
MANORAMA,1896.9,62.77466965500001,8
KIRIINDUS,516.2,62.77312579,8
RBA,102.36,62.660786725499996,8
TIINDIA,2860.0,62.36695941,8
CUB,226.8,62.102308660000006,8
SHILPAMED,860.75,61.820544534999996,8
WOCKPHARMA,1882.1,61.718525255,8
JSWINFRA,344.95,61.701604132499995,8
OIL,469.15,61.407470544999995,8
KPITTECH,590.0,61.26063618500001,8
SCHNEIDER,1174.4,61.200627620000006,8
PPLPHARMA,211.29,60.48831608299999,8
SRF,2583.0,60.213979550000005,8
PREMIERENE,1005.0,60.002403494999996,8
HDFCSILVER,230.1,59.946271580499996,8
EIDPARRY,796.35,59.900375055,8
DECNGOLD,230.96,59.806187566999995,8
AEQUS,251.66,59.668135936,8
DELHIVERY,449.0,59.558563899999996,8
UNITDSPR,1538.5,59.15960275,8
TATAELXSI,3650.0,58.156890595,8
BEML,1937.7,57.88128918,8
COHANCE,462.35,57.85308058,8
COLPAL,1860.0,57.3162962,8
AEROFLEX,536.35,57.25952522,8
INDIANB,889.0,57.0223231425,8
LLOYDSENGG,88.51,56.972173995000006,8
TRIVENI,285.76,56.9637978705,8
ASTRAL,1526.1,56.935576,8
FLUOROCHEM,4732.1,56.653556275,8
RKFORGE,732.0,56.604105075,8
SHREECEM,24865.0,56.54564175,8
ICICIPRULI,515.05,56.525283994999995,8
