symbol,close,med_turnover_cr,days
BSE,3303.0,1774.4314506599999,7
DHOOTTRANS,1521.75,1728.617613195,7
NETWEB,5273.5,1282.77917135,7
HDFCBANK,727.5,1276.363881525,7
ICICIBANK,1422.7,1135.7768352300002,7
MCX,3280.0,969.026144,7
RELIANCE,1317.0,953.16333366,7
INFY,1144.0,941.59200454,7
ETERNAL,331.0,899.220832,7
SHIPROCKET,132.77,898.38455639,5
BHARTIARTL,1947.0,852.52357868,7
DIXON,14990.0,783.13756,7
HINDCOPPER,532.65,783.12950907,7
PAYTM,1718.0,774.7320338,7
HSCL,659.75,770.24402224,7
SBIN,1048.0,747.02887476,7
CUPID,281.76,732.640507015,7
MILKYMIST,201.92,603.0825952155001,6
GROWW,203.01,579.7617372359999,7
LENSKART,655.95,562.33133112,7
DATAPATTNS,4542.3,544.40646498,7
LT,4119.0,515.2726816,7
MOLBIO,1227.35,490.37913854,7
GRASIM,3289.6,484.7414188,7
TCS,2296.2,475.7656198,7
GOLDBEES,132.78,470.237251608,7
M&M,3443.0,469.3148376,7
AXISBANK,1235.0,467.0334768,7
SILVERBEES,229.0,464.811171326,7
LICI,424.0,424.88255985,7
TATASTEEL,186.94,399.71193945,7
KALYANKJIL,612.6,392.85854592000004,7
BEL,413.25,387.7640656,7
KAYNES,3936.0,387.399516,7
GVT&D,4185.0,375.18001568999995,7
HINDZINC,592.6,368.89339326,7
KOTAKBANK,401.6,367.903305405,7
HAL,4900.0,366.769,7
MEESHO,206.32,355.11175313599995,7
PARAS,1445.2,350.760189,7
ITC,271.4,349.374983875,7
SWIGGY,287.4,344.49708275,7
HFCL,238.01,338.939758638,7
ADANIENSOL,1594.5,338.025162,7
BLEL,450.3,334.83991137,5
BALRAMCHIN,668.1,334.68616482000004,7
BAJFINANCE,1087.4,333.164043,7
KWIL,47.19,327.86114444099996,7
HINDALCO,1051.05,321.58395004,7
TMPV,314.25,318.4686696,7
LEAPIND,158.31,315.51439558600003,7
ONGC,234.0,314.72884692,7
MARUTI,13678.0,305.1460315,7
TMCV,474.9,300.75545188999996,7
COALINDIA,404.0,299.17969471,7
SUNPHARMA,1922.0,297.67148,7
CHENNPETRO,1401.2,297.16872192000005,7
RATNAVEER,263.43,296.187335888,7
BDL,1359.9,293.17077774,7
BAJAJHIND,22.81,292.92833991599997,7
LIQUIDBEES,1000.0,286.268,7
SHRIRAMFIN,1138.5,284.146862,7
COFORGE,1892.8,282.4362255,7
PFC,367.0,278.09757446,7
POWERINDIA,33300.0,270.987336,7
MUTHOOTFIN,3201.0,268.1528916,7
TECHM,1599.9,266.88133485,7
ASTERDM,765.25,266.073918285,7
NESTLEIND,1479.0,265.47534,7
CUMMINSIND,5239.5,262.510695,7
BAJAJ-AUTO,11927.0,259.29072,7
ZEEL,104.82,258.709238116,7
LAURUSLABS,1866.2,257.00460785999996,7
VEDL,275.0,256.4643688,7
APOLLOHOSP,8889.0,254.072294,7
IFCI,83.25,253.848525246,7
EICHERMOT,8055.0,253.139229,7
ADANIENT,3110.0,249.63884747999998,7
ATHERENERG,1439.4,249.3623664,7
POLYCAB,9098.0,246.5985625,7
SAIL,184.59,245.82961062000004,7
MOREPENLAB,93.9,245.52650741400004,7
ULTRACEMCO,11540.0,243.0229125,7
WELCORP,2345.5,239.93662494,7
TFCILTD,137.02,239.21495310999998,7
APARINDS,17001.0,237.3457788,7
TVSMOTOR,4420.0,231.83930025,7
VAML,447.85,229.17195999500004,7
JIOFIN,243.15,227.08746722000004,7
NTPC,339.85,222.180344,7
ADANIPOWER,206.33,220.9305924,7
SUZLON,46.75,220.5832739,7
ADANIPORTS,1702.7,218.4032796,7
PINELABS,163.69,218.016057792,7
HEROMOTOCO,5624.5,216.6583125,7
DIVISLAB,8744.5,213.2606448,7
INDOMIM,889.9,211.9809794,7
TDPOWERSYS,729.4,211.50219312000002,7
HINDUNILVR,2024.2,210.491184,7
PERSISTENT,5655.0,210.017496,7
NATIONALUM,397.8,206.28647568000002,7
INDIGO,5218.0,196.6248355,7
POLICYBZR,1798.3,195.93520571999997,7
BHEL,417.0,194.01342,7
DLF,682.95,193.95433827,7
ZAGGLE,189.37,193.928509392,7
HCLTECH,1315.8,193.34870075,7
MAXHEALTH,1016.0,192.0203424,7
POWERGRID,271.0,186.15421464000002,7
SOLARINDS,19800.0,185.46736,7
HDFCAMC,2698.0,184.80105,7
MOTILALOFS,1011.5,183.401559,7
MRPL,171.84,183.325891875,7
BHARATFORG,2052.5,181.1105637,7
WELSPUNLIV,190.3,180.50922678,7
JSWSTEEL,1320.3,179.5264277,7
KEI,5588.0,179.501385,7
TITAN,5124.8,179.22450041000002,7
AUBANK,1128.6,178.9700042,7
OFSS,11729.0,176.6792092,7
RECLTD,326.0,175.991854,7
MANAPPURAM,367.45,175.572276615,7
BANKBARODA,241.0,174.11218001,7
AVALON,2111.5,173.84234355,7
AMBER,7432.0,167.83605,7
BALUFORGE,609.6,166.93518047999999,7
ABCAPITAL,410.85,162.430656795,7
SONACOMS,808.8,161.50159088,7
URBANCO,169.28,161.36775965799998,7
APOLLO,389.65,160.627291825,7
NMDC,85.94,159.717967021,7
LIQUIDCASE,115.63,159.56421748,7
LODHA,1281.1,158.76112824,7
REDINGTON,352.65,158.26300756499998,7
ASHOKLEY,174.69,155.483638037,7
BPCL,318.1,155.4530701,7
LUPIN,2175.5,154.9731168,7
FEDERALBNK,346.95,154.53542555,7
TRENT,2930.0,152.7035608,7
NAUKRI,1350.0,151.5315512,7
VIYASH,278.35,151.39016707000002,7
HYUNDAI,2232.5,150.0994585,7
LICHSGFIN,506.0,149.30918874,7
TATAPOWER,370.6,147.03964721999998,7
DRREDDY,1193.5,146.45642732000002,7
NAM-INDIA,1224.4,146.11108032,7
BOSCHLTD,48680.0,145.64112,7
MOTHERSON,166.45,144.89717181499998,7
PAGEIND,35500.0,144.261988,7
CGPOWER,878.5,143.1900533,7
UNIONBANK,186.98,140.44893933,7
SBICARD,651.0,140.09368011499998,7
ADANIGREEN,1330.0,139.80186415999998,7
CDSL,1394.8,139.13646075999998,7
BRITANNIA,5382.5,138.1699138,7
RENUKA,24.67,138.123071784,7
LTM,4528.0,137.15775,7
HINDPETRO,373.2,136.1566661,7
SHADOWFAX,256.9,135.9635588,7
GODREJCP,929.2,135.2730897,7
VOGL,38.95,135.02448059799997,7
SYRMA,1458.1,134.74515848,7
KFINTECH,966.0,132.10309572,7
VMM,112.5,131.68944954,7
MAZDOCK,2610.0,131.61087834,7
CARTRADE,3144.8,131.55107224,7
STYLEBAAZA,394.5,131.1966558,7
AZAD,2804.5,130.92701104,7
VBL,438.0,129.12630250499998,7
COCHINSHIP,1518.5,128.9613088,7
GLENMARK,2400.0,128.81270652999999,7
MANIPALHOS,762.8,127.25787851999998,7
ASIANPAINT,2639.8,125.20602627999999,7
VOLTAS,1243.0,124.7287008,7
PWL,121.35,124.23820316399998,7
CANBK,128.81,124.092324,7
INDUSTOWER,387.25,124.02990543999998,7
LGEINDIA,1690.4,123.97174986000002,7
HDFCLIFE,546.7,123.8171627,7
PNB,115.93,122.96523035999999,7
TORNTPHARM,4932.0,122.403281,7
AUROPHARMA,1617.8,122.2410258,7
NIFTYBEES,276.94,120.78094230399999,7
ANGELONE,300.9,119.9541544,7
SAMMAANCAP,149.97,119.56805263800001,7
SBIFUNDS,549.05,118.13052331999998,7
CHOLAFIN,1873.0,118.04982774000001,7
TATSILV,23.22,117.80527644000001,7
SBILIFE,1755.0,117.53589027000001,7
WAAREEENER,2655.0,117.4819191,7
NYKAA,334.0,115.3631324,7
TATACONSUM,1060.5,115.28560625,7
IOC,139.0,112.94422390600002,7
ZYDUSLIFE,1124.5,112.651616,7
YESBANK,22.5,111.889503072,7
PIDILITIND,1651.1,109.729863,7
AEGISLOG,1321.6,109.3827064,7
RADICO,4630.0,109.197161,7
CORDELIA,104.45,108.65918205,7
GLAND,2824.6,108.3845786,7
LTF,319.5,107.89718920499999,7
WIPRO,180.09,107.086977585,7
BELRISE,227.95,106.1811402,7
GAIL,175.5,105.48583125,7
CYIENT,979.05,105.30768248,7
DMART,3909.6,105.0685,7
JINDALSTEL,1154.1,104.4210051,7
CIPLA,1422.0,104.3035455,7
ENRIN,3389.6,103.95016758,7
ICICIAMC,3291.8,102.128544,7
ICICIGI,1616.0,101.61805351999999,7
FORTIS,923.95,101.59098575,7
IDFCFIRSTB,85.0,100.1781185,7
PTCIL,21116.0,99.43178,7
FINCABLES,1259.85,99.09800999999999,7
IIFL,666.25,98.70014143,7
HAPPSTMNDS,445.95,98.0734932,7
AMBUJACEM,413.1,98.05350244,7
UPL,585.0,97.82505359999999,7
WABAG,2021.5,97.5216074,7
FORCEMOT,17431.0,96.879956,7
CAMS,749.95,96.782382,7
