symbol,close,med_turnover_cr,days
HDFCBANK,735.6,2190.243058105,20
BSE,3191.5,1399.28572071,20
RELIANCE,1226.0,1331.17892747,20
ICICIBANK,1326.8,1184.8239588000001,20
IFCI,73.95,880.3189505605001,20
BHARTIARTL,1785.4,785.4554562,20
INFY,1000.2,766.557586175,20
SBIN,983.0,734.28751788,20
PINELABS,176.57,674.3096287675,20
ATHERENERG,1497.0,644.165529615,20
ETERNAL,335.0,644.135318005,20
MCX,3324.9,631.1462379999999,20
TCS,2082.0,592.7846814,20
PAYTM,1674.0,586.09570135,20
M&M,3035.0,576.1133930999999,20
AXISBANK,1222.4,568.460711,20
BAJFINANCE,996.9,559.79888155,20
TATASTEEL,187.97,538.871606556,20
NETWEB,4545.0,521.504969225,20
LT,3876.2,513.2514642,20
SWIGGY,264.85,479.43992044,20
RAYMOND,1196.65,470.844463055,20
DIVISLAB,9619.5,460.34285954999996,20
MARUTI,12065.0,458.8963417,20
WELCORP,2832.4,452.327978455,20
KOTAKBANK,404.0,451.4897638,20
LENSKART,680.25,438.14043268499995,20
DIXON,13390.0,428.7594285,20
GROWW,187.06,410.9594584865,20
SHRIRAMFIN,994.1,392.5436077,20
KAYNES,3650.0,387.62476934999995,20
MEESHO,217.06,379.269219795,20
ESDS,1760.5,378.521281135,16
KALYANKJIL,573.0,377.18820213,20
SILVERBEES,218.8,364.0922199255,20
COFORGE,1784.0,362.43121822,20
SOLARINDS,19745.0,354.0814605,20
HINDCOPPER,494.65,346.798174935,20
ADANIPOWER,202.75,346.5945000245,20
DHOOTTRANS,1560.5,338.43990164,20
BEL,393.55,338.21877631,20
LAURUSLABS,2007.0,336.72355803999994,20
HINDALCO,977.0,326.55964587,20
HAL,4800.0,323.16500814000005,20
APOLLO,395.6,317.5783163175,20
KEI,4673.5,315.0369617,20
ADANIENT,2916.5,312.7949736,20
ANTELOPUS,1261.7,307.886692515,20
CUPID,270.0,301.960314951,20
ITC,269.0,300.9435595325,20
MILKYMIST,309.16,294.49944730400006,19
MVELECTRO,813.8,292.9950057875,20
INDIGO,4940.0,292.82798375000004,20
ADANIPORTS,1788.0,289.6776851249999,20
EICHERMOT,7360.0,289.37037480000004,20
HCLTECH,1258.0,286.06207593,20
LIQUIDBEES,999.99,284.8830011415,20
VAML,426.75,284.45851648250004,20
LICI,409.05,281.976611695,20
COALINDIA,426.1,277.3042753875,20
GRASIM,3191.0,272.30307655,20
BHEL,418.95,270.22884371,20
ULTRACEMCO,11155.0,269.99438925000004,20
HEROMOTOCO,5360.0,269.90743875,20
POWERINDIA,31035.0,268.55561750000004,20
GVT&D,4280.0,267.63840222000005,20
GOLDBEES,124.43,267.110747198,20
PFC,338.0,266.4314365975,20
TMCV,441.5,264.894059555,20
SUNPHARMA,1852.2,262.11217177000003,20
APOLLOHOSP,8889.0,257.7731415,20
LALITHAA,366.35,255.62832177500002,20
OFSS,10770.0,254.82644625,20
JIOFIN,227.0,254.63163566,20
TECHM,1548.0,254.45417225,20
HINDZINC,588.95,248.45136969,20
POLYCAB,8408.5,247.5738568,20
TITAN,4884.0,241.77336075,20
TVSMOTOR,4157.3,240.32952097,20
NTPC,326.6,237.718234375,20
ONGC,235.86,234.14084314000002,20
CHOLAFIN,1662.7,233.79043278,20
SAIL,185.0,233.669556193,20
HINDUNILVR,1942.9,233.44830886999998,20
SUZLON,40.8,232.85265344,20
POWERGRID,269.5,231.8891362425,20
TMPV,290.45,231.34094123000003,20
DLF,683.0,222.778899945,20
LUMINO,105.26,222.410040336,17
INDOMIM,1275.95,221.55455234,20
PERSISTENT,5372.0,220.68963000000002,20
HDFCLIFE,531.0,213.785319785,20
VBL,434.8,213.15974875,20
WOCKPHARMA,2265.6,212.99978972,20
POLICYBZR,1166.0,207.2183779,20
BAJAJ-AUTO,11281.0,206.50244205,20
CGPOWER,886.0,205.304338115,20
MOLBIO,1246.0,203.64269632999998,20
LIQUIDCASE,116.1,202.285303889,20
MOREPENLAB,120.38,201.53833258900002,20
ADANIENSOL,1338.5,201.02449423500002,20
DATAPATTNS,4418.8,198.78096667,20
MOTHERSON,165.71,193.9599654075,20
REDINGTON,407.25,193.73092491,20
APARINDS,17776.0,191.6889938,20
BANDHANBNK,187.7,190.53013637499998,20
OLAELEC,38.48,187.599523904,20
MAXHEALTH,1014.0,187.4549343,20
CHENNPETRO,1376.4,187.316692675,20
TRENT,2669.3,178.991381025,20
SYRMA,1732.6,177.94410971000002,20
FEDERALBNK,322.0,173.5771087,20
MUTHOOTFIN,2835.0,172.58694105,20
ASHOKLEY,159.08,170.347255088,20
LODHA,1165.0,170.2843389,20
JSWSTEEL,1277.0,169.14571506,20
CUMMINSIND,4945.0,167.82207,20
VEDL,266.35,167.496570095,20
NAUKRI,1254.8,167.38377765,20
BANKBARODA,235.26,167.0908513545,20
LICHSGFIN,566.0,166.600397175,20
DMART,3834.2,163.236999685,20
FINCABLES,1460.9,163.19942596,20
DRREDDY,1201.0,160.1769348,20
HSCL,678.75,159.8056052475,20
WIPRO,164.02,159.264974058,20
RATNAVEER,333.95,158.60031441,20
BHARATFORG,2008.0,158.161177605,20
PAISALO,89.02,157.9861447515,20
INDUSINDBK,912.2,156.80333873,20
NATIONALUM,358.7,152.60439,20
TORNTPHARM,4988.5,151.21813029999998,20
SYMBIOTEC,1003.35,150.615627435,19
WAAREEENER,2495.0,149.1549875,20
NIFTYBEES,264.13,148.495530981,20
INDUSTOWER,374.65,148.22802403000003,20
HDFCAMC,2378.0,145.95590392,20
RECLTD,312.95,143.24554911500002,20
