symbol,close,med_turnover_cr,days
BSE,3282.0,1625.6151,11
HDFCBANK,709.0,1295.3634561,11
DHOOTTRANS,1474.6,1219.27305015,11
ICICIBANK,1454.0,1178.3419576,11
NETWEB,5188.6,1095.54945228,11
BHARTIARTL,1811.9,1090.4823482299998,11
ETERNAL,328.1,1029.4325592,11
GROWW,192.06,994.586849048,11
RELIANCE,1277.0,953.16333366,11
MCX,3400.0,952.72624,11
INFY,1133.8,941.59200454,11
HINDCOPPER,525.35,783.12950907,11
DIXON,14850.0,632.1624435,11
SBIN,1060.0,616.2720148,11
KOTAKBANK,419.4,599.4498369649999,11
PAYTM,1717.1,595.03495023,11
LENSKART,662.4,591.0146558399999,11
M&M,3282.0,546.749696,11
HSCL,659.2,534.41010183,11
SILVERBEES,223.21,531.20576808,11
MILKYMIST,210.94,525.034552339,10
LT,4044.9,515.2726816,11
LALITHAA,257.89,497.943659016,6
TATASTEEL,184.35,481.2726882,11
TCS,2399.3,475.7656198,11
CUPID,280.46,474.23023047,11
GOLDBEES,127.32,470.237251608,11
AXISBANK,1300.0,467.0334768,11
LAURUSLABS,1915.0,432.5716226,11
SAIL,195.0,430.090674,11
LICI,418.0,424.88255985,11
IFCI,89.7,406.596835944,11
DATAPATTNS,4521.5,401.17459374,11
KALYANKJIL,601.0,392.85854592000004,11
GRASIM,3371.0,390.13029,11
KAYNES,3685.0,387.399516,11
HINDZINC,595.45,387.356409,11
HFCL,249.09,382.14683291499995,11
GVT&D,4445.2,377.96779915999997,11
VEDL,278.2,377.7149734,11
BEL,414.45,376.3119699,11
BAJFINANCE,1057.0,369.21878974,11
ATHERENERG,1717.7,367.65710144,11
ADANIENSOL,1417.4,360.14944669,11
ITC,255.5,349.374983875,11
SUNSHINE,455.75,347.5159378,5
DIVISLAB,9467.0,347.0951844,11
COFORGE,1985.3,334.65232898,11
HINDALCO,1015.45,321.58395004,11
WELCORP,2391.0,318.72181770000003,11
HAL,4801.6,317.511414,11
MARUTI,13547.0,313.939638,11
SHIPROCKET,138.89,311.584174422,9
TMCV,471.1,308.5269367,11
LIQUIDBEES,999.99,304.206757902,11
ADANIPOWER,198.0,303.132812576,11
SWIGGY,281.9,301.97759410500004,11
COALINDIA,401.75,299.17969471,11
MOLBIO,1086.3,298.362280045,11
VAML,435.15,296.88090488,11
SHRIRAMFIN,1109.9,296.24583656000004,11
MEESHO,205.39,291.40902434099996,11
SUNPHARMA,1984.8,283.82913872,11
ONGC,231.8,283.48770645,11
BALRAMCHIN,693.5,282.681653155,11
ADANIENT,2859.1,280.699461,11
TECHM,1628.0,278.63375332,11
PFC,336.3,278.09757446,11
ADANIPORTS,1593.1,269.5820947,11
TMPV,308.85,268.6599876,11
MUTHOOTFIN,2978.1,266.4923004,11
CUMMINSIND,5105.0,262.510695,11
EICHERMOT,7953.5,260.2970224,11
ULTRACEMCO,11450.0,260.19238,11
BAJAJ-AUTO,12130.0,259.356568,11
ZEEL,93.58,257.25681402000004,11
TVSMOTOR,4341.3,255.71063162000002,11
JSWSTEEL,1307.7,254.0905344,11
APOLLOHOSP,8898.5,254.072294,11
NESTLEIND,1496.5,252.995379,11
POWERINDIA,33760.0,252.747616,11
BAJAJHIND,22.47,252.53367438599997,11
POLYCAB,9445.0,246.5985625,11
MOREPENLAB,107.16,245.52650741400004,11
BHEL,442.65,245.20358475999998,11
HEROMOTOCO,5450.0,243.2348772,11
